OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
1300,9/24/09,3640, $43.65 ,6SCG2,4,9/24/09
1420,10/14/09,3640, $35.04 ,A9PY6,4,10/15/09
1465,10/20/09,3640, $33.32 ,P8L7C,4,10/20/09
1596,11/3/09,3640, $82.90 ,RXNJ5,4,11/3/09
1650,11/10/09,3640, $40.39 ,TRZ97,4,11/10/09
1874,11/24/09,3640, $42.40 ,DY74R,4,11/24/09
1928,12/3/09,3640, $92.02 ,6Q4RJ,4,12/3/09
2230,1/5/10,3640, $34.62 ,NJK4S,4,1/6/10
2318,1/12/10,3640, $52.27 ,ZBBGF,4,1/12/10
2437,1/21/10,3640, $55.78 ,266RH,4,1/22/10
296,2/4/09,3733, $15.01 ,C6LGB,2,2/4/09
306,2/10/09,3767, $73.87 ,257YD,3,2/10/09
1517,10/26/09,3767, $33.15 ,CEGBL,9,10/28/09
311,2/12/09,3889, $65.18 ,WZ4AS,3,2/12/09
490,4/25/09,3889, $230.17 ,8NVKP,4,4/28/09
670,6/2/09,3889, $113.42 ,Z6BUD,4,6/2/09
739,6/16/09,3889, $187.54 ,WJN5R,4,6/18/09
803,6/30/09,3889, $77.88 ,QEHCK,4,6/30/09
853,7/9/09,3889, $89.90 ,7NKYN,4,7/9/09
908,7/16/09,3889, $91.38 ,EKQ8V,4,7/16/09
972,7/29/09,3889, $159.28 ,6PKSY,4,7/30/09
1050,8/12/09,3889, $68.50 ,S32GB,4,8/13/09
1135,8/27/09,3889, $100.80 ,FXME6,4,8/27/09
1210,9/8/09,3889, $60.29 ,QTSFX,4,9/8/09
1258,9/17/09,3889, $139.45 ,SC92Z,4,9/17/09
1339,9/30/09,3889, $99.10 ,76BP8,4,10/1/09
1427,10/15/09,3889, $157.60 ,YQNQX,4,10/15/09
1588,11/3/09,3889, $140.80 ,HE69X,4,11/3/09
1878,11/25/09,3889, $183.17 ,8MJY7,4,11/25/09
2171,12/30/09,3889, $74.76 ,WSDDL,4,12/30/09
2364,1/15/10,3889, $39.38 ,RG2MN,4,1/15/10
2588,1/31/10,3889, $143.26 ,JQKVS,4,2/2/10
2933,2/19/10,3889, $148.88 ,28MQK,4,2/19/10
317,2/16/09,4058, $31.53 ,BWBJ4,2,2/16/09
1498,10/22/09,4058, $34.72 ,W392S,5,10/23/09
324,2/18/09,4152, $189.37 ,EK5QM,3,2/24/09
340,3/1/09,4152, $171.15 ,MKYZW,3,3/3/09
351,3/8/09,4152, $160.44 ,RUBA4,3,3/10/09
395,3/29/09,4152, $72.22 ,93EN2,3,3/31/09
409,4/6/09,4152, $137.08 ,6L4ZG,3,4/7/09
464,4/22/09,4152, $282.35 ,HUSRJ,3,4/23/09
496,4/29/09,4152, $143.98 ,UJMCX,3,4/30/09
502,4/30/09,4152, $45.15 ,PF28Y,3,4/30/09
678,6/4/09,4152, $175.24 ,C863J,3,6/4/09
796,6/29/09,4152, $101.05 ,WE7EA,3,6/30/09
881,7/13/09,4152, $103.62 ,FE9FN,3,7/14/09
917,7/19/09,4152, $104.45 ,7NFP2,3,7/21/09
1103,8/23/09,4152, $70.27 ,WAPC4,3,8/25/09
1264,9/17/09,4152, $48.29 ,773M3,3,9/22/09
1273,9/19/09,4152, $6.03 ,QG393,3,9/22/09
1572,11/1/09,4152, $134.01 ,TEG9Z,3,11/3/09
1885,11/29/09,4152, $231.92 ,HVNKW,3,12/1/09
2198,1/3/10,4152, $262.93 ,KH338,15,1/4/10
2452,1/24/10,4152, $80.65 ,YJT5F,15,1/25/10
2612,2/1/10,4152, $210.12 ,E3X8F,4,2/5/10
2673,2/4/10,4152, $45.96 ,6E2LB,4,2/5/10
3064,2/28/10,4152, $180.02 ,C5JVS,15,3/1/10
325,2/18/09,4160, $43.52 ,PXPMK,3,2/19/09
330,2/20/09,4244, $20.04 ,T8TAP,3,2/24/09
347,3/4/09,4244, $24.88 ,JERMF,3,3/10/09
354,3/9/09,4244, $13.40 ,JRZ7V,3,3/10/09
369,3/17/09,4244, $27.19 ,658U4,3,3/17/09
391,3/25/09,4244, $13.63 ,2X7GT,3,3/26/09
424,4/12/09,4244, $37.00 ,QUGVQ,3,4/14/09
497,4/29/09,4244, $31.10 ,36XSY,3,4/30/09
571,5/14/09,4244, $20.03 ,8WUWQ,3,5/14/09
645,5/27/09,4244, $33.33 ,GYKZW,3,5/28/09
776,6/23/09,4244, $31.45 ,VAQQX,3,6/23/09
843,7/7/09,4244, $18.39 ,PSL88,3,7/7/09
892,7/14/09,4244, $23.47 ,2EHCU,3,7/14/09
928,7/21/09,4244, $13.04 ,QJU4A,3,7/21/09
954,7/27/09,4244, $24.57 ,5G6ZR,3,7/28/09
1042,8/11/09,4244, $27.63 ,XTTGX,3,8/11/09
1118,8/25/09,4244, $11.12 ,2NDD5,3,8/25/09
1201,9/7/09,4244, $30.29 ,FCAWK,3,9/8/09
1332,9/29/09,4244, $31.21 ,SP2RT,3,9/29/09
1450,10/19/09,4244, $19.23 ,88UE4,3,10/20/09
1637,11/9/09,4244, $19.23 ,QAJFD,3,11/10/09
1971,12/7/09,4244, $43.09 ,R6MPY,18,12/7/09
2099,12/20/09,4244, $18.59 ,EUM9Y,18,12/21/09
2226,1/5/10,4244, $23.79 ,RP8MG,3,1/5/10
2834,2/14/10,4244, $46.20 ,TRT52,18,2/15/10
2967,2/22/10,4244, $21.09 ,NR6V2,18,2/22/10
332,2/22/09,4270, $50.10 ,46LWX,3,2/26/09
1277,9/21/09,4270, $21.05 ,CE4LH,3,9/22/09
2851,2/15/10,4270, $18.65 ,9Z9MY,3,2/16/10
343,3/1/09,4433, $20.22 ,F8RN6,2,3/4/09
425,4/12/09,4516, $173.07 ,GE59J,3,4/14/09
498,4/29/09,4516, $52.78 ,HS69H,3,5/5/09
631,5/22/09,4516, $41.41 ,RPMZ5,3,5/26/09
913,7/17/09,4516, $16.73 ,96QHQ,3,7/21/09
1202,9/7/09,4516, $73.35 ,XWLQC,3,9/8/09
1867,11/23/09,4516, $59.74 ,3FDPF,3,11/24/09
2461,1/24/10,4516, $95.97 ,ZTTDG,6,1/28/10
622,5/22/09,4577, $51.19 ,VAG8L,5,5/22/09
659,5/29/09,4577, $39.00 ,7WMAP,5,5/29/09
663,6/1/09,4577, $43.43 ,RV8UU,5,6/5/09
714,6/12/09,4577, $60.17 ,BN2HQ,5,6/12/09
1026,8/7/09,4577, $51.02 ,AKWYM,5,8/7/09
1354,10/2/09,4577, $91.59 ,WFWER,5,10/2/09
1440,10/16/09,4577, $76.47 ,HLP79,5,10/16/09
1509,10/23/09,4577, $37.83 ,T6U4V,5,10/23/09
1605,11/4/09,4577, $70.06 ,5YG9A,11,11/4/09
1930,12/3/09,4577, $69.36 ,639GT,6,12/3/09
2143,12/28/09,4577, $61.09 ,PR8HJ,15,12/28/09
2559,1/29/10,4577, $53.24 ,45WNK,5,1/29/10
2717,2/8/10,4577, $99.33 ,F6C7V,4,2/8/10
2926,2/19/10,4577, $72.05 ,CWKMP,5,2/19/10
3012,2/24/10,4577, $81.78 ,T6KUG,11,2/24/10
356,3/9/09,4622, $49.36 ,PW7E6,3,3/10/09
406,4/2/09,4622, $28.76 ,5NGUY,3,4/2/09
473,4/23/09,4622, $12.53 ,XBKEB,3,4/23/09
553,5/8/09,4622, $27.36 ,CNV7M,5,5/8/09
568,5/14/09,4622, $56.53 ,PDUPG,3,5/14/09
573,5/14/09,4622, $9.80 ,7ZH5P,3,5/14/09
584,5/15/09,4622, $81.07 ,PQ8JC,5,5/15/09
597,5/19/09,4622, $43.01 ,X3SDW,3,5/19/09
629,5/22/09,4622, $59.43 ,CECYN,5,5/22/09
637,5/26/09,4622, $58.25 ,Z9PVW,3,5/26/09
651,5/28/09,4622, $52.04 ,UZKUL,3,5/28/09
668,6/2/09,4622, $55.71 ,GRSVA,3,6/2/09
694,6/9/09,4622, $68.54 ,ZW5UB,3,6/9/09
706,6/11/09,4622, $70.22 ,NHC93,6,6/11/09
725,6/15/09,4622, $59.48 ,QPDJQ,3,6/16/09
730,6/16/09,4622, $20.65 ,N5VDC,3,6/16/09
744,6/17/09,4622, $3.14 ,X2WE9,6,6/18/09
771,6/23/09,4622, $80.73 ,2EJVL,3,6/23/09
772,6/23/09,4622, $13.84 ,BN5SH,3,6/23/09
801,6/29/09,4622, $124.00 ,8DK94,3,6/30/09
818,7/2/09,4622, $46.50 ,E7PSB,6,7/2/09
841,7/7/09,4622, $67.14 ,JKERK,3,7/7/09
842,7/7/09,4622, $5.73 ,YRUAQ,3,7/7/09
929,7/21/09,4622, $41.88 ,HE33L,3,7/21/09
1001,8/4/09,4622, $34.25 ,CJUTS,3,8/4/09
1059,8/14/09,4622, $48.58 ,GW25V,5,8/14/09
1068,8/18/09,4622, $54.86 ,TKG9P,3,8/18/09
1107,8/25/09,4622, $109.14 ,A2U94,3,8/25/09
1108,8/25/09,4622, $86.13 ,54R6R,3,8/25/09
1148,8/28/09,4622, $259.34 ,HTPAN,5,8/28/09
1149,8/28/09,4622, $44.93 ,5638X,5,8/28/09
1156,9/1/09,4622, $98.28 ,SS8NS,3,9/1/09
1182,9/3/09,4622, $85.74 ,UHPD6,5,9/4/09
1186,9/3/09,4622, $63.91 ,K3VC6,5,9/4/09
1188,9/4/09,4622, $75.15 ,366UJ,5,9/4/09
1209,9/8/09,4622, $88.34 ,UC3LA,3,9/8/09
1246,9/15/09,4622, $84.80 ,TH5AT,3,9/15/09
1269,9/18/09,4622, $79.15 ,5Z5ZZ,5,9/18/09
1285,9/22/09,4622, $151.36 ,8L6VZ,3,9/22/09
1287,9/22/09,4622, $43.15 ,SSD7G,3,9/22/09
1315,9/25/09,4622, $28.37 ,GRK3V,5,9/25/09
1325,9/29/09,4622, $49.99 ,S3YYQ,3,9/29/09
1366,10/6/09,4622, $78.24 ,THUMB,3,10/6/09
1411,10/13/09,4622, $68.82 ,4RYRV,3,10/13/09
1412,10/13/09,4622, $16.45 ,2566V,3,10/13/09
1413,10/13/09,4622, $12.63 ,8KN48,3,10/13/09
1426,10/15/09,4622, $19.64 ,VDW3F,7,10/15/09
1464,10/20/09,4622, $118.42 ,43ZSX,3,10/20/09
1502,10/23/09,4622, $30.43 ,JZV4U,5,10/23/09
1504,10/23/09,4622, $26.82 ,RXH3H,5,10/23/09
1533,10/27/09,4622, $74.45 ,PS3VR,3,10/27/09
1536,10/27/09,4622, $6.90 ,7BESV,3,10/27/09
1569,10/30/09,4622, $93.87 ,5M76L,5,10/30/09
1590,11/3/09,4622, $95.13 ,W7AUZ,3,11/3/09
1615,11/5/09,4622, $24.05 ,DRR3D,7,11/5/09
1654,11/10/09,4622, $62.39 ,LQ3AM,3,11/10/09
1694,11/11/09,4622, $145.79 ,H546J,9,11/11/09
1786,11/16/09,4622, $86.72 ,ACHV3,15,11/16/09
1910,12/1/09,4622, $95.35 ,JGNPK,3,12/1/09
1967,12/7/09,4622, $109.99 ,4379D,15,12/7/09
2019,12/11/09,4622, $46.77 ,EGTTQ,15,12/11/09
2050,12/14/09,4622, $139.29 ,JZ25R,4,12/15/09
2051,12/14/09,4622, $94.60 ,WSFSX,4,12/15/09
2199,1/4/10,4622, $104.73 ,M4BUB,15,1/4/10
2319,1/12/10,4622, $120.24 ,ZKE6N,4,1/12/10
2414,1/20/10,4622, $99.27 ,JSD55,4,1/20/10
2417,1/20/10,4622, $169.82 ,XXEK3,4,1/20/10
2474,1/25/10,4622, $145.88 ,WBYNB,4,1/25/10
2596,2/1/10,4622, $122.04 ,8UPXQ,4,2/1/10
2698,2/5/10,4622, $81.53 ,D4URE,4,2/5/10
2778,2/11/10,4622, $141.06 ,ZHE3C,4,2/11/10
2808,2/12/10,4622, $76.40 ,78M52,4,2/12/10
2920,2/19/10,4622, $73.88 ,TR2FE,4,2/19/10
2991,2/23/10,4622, $82.41 ,5WJXN,4,2/23/10
3106,3/2/10,4622, $76.31 ,DZJMC,4,3/2/10
447,4/17/09,4640, $69.19 ,A92BW,5,4/17/09
456,4/17/09,4640, $90.18 ,RUX8E,3,4/21/09
487,4/24/09,4640, $53.24 ,B3MXC,5,4/24/09
521,5/1/09,4640, $17.13 ,9ES2U,5,5/1/09
554,5/8/09,4640, $18.37 ,RQRD4,5,5/8/09
585,5/15/09,4640, $42.88 ,PM7EM,5,5/15/09
630,5/22/09,4640, $36.13 ,XP2KN,5,5/22/09
697,6/9/09,4640, $43.24 ,SD4DP,3,6/9/09
764,6/19/09,4640, $65.11 ,Q45TD,5,6/19/09
790,6/26/09,4640, $60.64 ,DKTPD,5,6/26/09
830,7/2/09,4640, $36.53 ,LTUVQ,6,7/2/09
873,7/10/09,4640, $40.60 ,CYH4R,5,7/10/09
1195,9/4/09,4640, $66.94 ,VBLL8,5,9/4/09
1239,9/11/09,4640, $34.48 ,HHDK3,5,9/11/09
1291,9/22/09,4640, $61.88 ,2WN8C,3,9/22/09
1318,9/25/09,4640, $16.92 ,L8GWP,5,9/25/09
1441,10/16/09,4640, $60.79 ,LQDVN,8,10/16/09
1633,11/6/09,4640, $52.44 ,R47BL,5,11/6/09
2074,12/16/09,4640, $52.08 ,T55N5,6,12/17/09
2149,12/28/09,4640, $43.51 ,KAMC3,15,12/28/09
2270,1/8/10,4640, $62.36 ,FPXF2,15,1/8/10
2362,1/15/10,4640, $73.81 ,QPQNP,15,1/15/10
2504,1/26/10,4640, $45.50 ,WMAN5,3,1/26/10
2570,1/29/10,4640, $67.42 ,CM275,15,1/29/10
2685,2/4/10,4640, $97.63 ,MHTVB,5,2/5/10
2696,2/5/10,4640, $93.23 ,4PXS7,15,2/5/10
2814,2/12/10,4640, $93.49 ,Q66CF,15,2/12/10
3050,2/26/10,4640, $84.73 ,FXRZH,15,2/26/10
731,6/16/09,4642, $30.22 ,QWMQ5,3,6/16/09
361,3/10/09,4658, $187.73 ,X2FU8,3,3/12/09
367,3/16/09,4658, $45.05 ,4TP9R,3,3/17/09
389,3/24/09,4658, $43.43 ,BB29G,3,3/24/09
390,3/24/09,4658, $8.79 ,D7FPC,3,3/24/09
396,3/30/09,4658, $67.13 ,2WWM3,3,3/31/09
460,4/21/09,4658, $70.47 ,39RWM,3,4/21/09
601,5/19/09,4658, $49.28 ,6LXSY,3,5/19/09
658,5/29/09,4658, $75.97 ,DK8S6,5,5/29/09
774,6/23/09,4658, $68.48 ,EQWCU,3,6/23/09
364,3/15/09,4851, $24.53 ,GPF2H,3,3/17/09
366,3/15/09,4862, $104.58 ,5UU6Q,3,3/17/09
368,3/16/09,4903, $7.14 ,9DGRJ,4,3/17/09
380,3/19/09,4973, $17.17 ,UYNK4,3,3/19/09
382,3/19/09,4976, $10.60 ,E5N8G,3,3/19/09
397,3/31/09,5378, $12.93 ,CLLQB,3,3/31/09
444,4/17/09,5408, $25.56 ,HBLCL,5,4/17/09
485,4/24/09,5408, $43.90 ,66XAU,5,4/24/09
519,5/1/09,5408, $38.67 ,NFTWV,5,5/1/09
559,5/8/09,5408, $36.76 ,AX28M,5,5/9/09
588,5/15/09,5408, $48.50 ,8QSR6,5,5/15/09
628,5/22/09,5408, $29.92 ,VSLM3,5,5/22/09
402,4/1/09,5423, $84.33 ,Q7YG4,3,4/2/09
407,4/2/09,5441, $38.75 ,C9LX5,3,4/2/09
418,4/9/09,5441, $171.50 ,8WJFT,3,4/9/09
440,4/16/09,5441, $72.92 ,PSYNU,3,4/16/09
461,4/21/09,5441, $17.02 ,T645J,3,4/21/09
462,4/21/09,5441, $18.21 ,G5MK7,3,4/21/09
471,4/23/09,5441, $72.41 ,CA8Z6,3,4/23/09
495,4/28/09,5441, $38.36 ,82ZSK,3,4/28/09
503,4/30/09,5441, $62.03 ,QAYCX,3,4/30/09
505,4/30/09,5441, $11.10 ,JHWZA,3,4/30/09
536,5/7/09,5441, $77.96 ,%%536,3,5/7/09
564,5/12/09,5441, $21.75 ,SXKRV,3,5/12/09
577,5/14/09,5441, $69.18 ,MU95A,3,5/14/09
615,5/21/09,5441, $74.34 ,TCMWT,3,5/21/09
616,5/21/09,5441, $7.85 ,3D3AR,3,5/21/09
647,5/27/09,5441, $79.18 ,UX5X4,3,5/28/09
672,6/3/09,5441, $57.26 ,F6A6B,3,6/4/09
693,6/8/09,5441, $41.02 ,ABDDH,3,6/9/09
728,6/15/09,5441, $65.02 ,XJES9,3,6/16/09
767,6/22/09,5441, $58.46 ,2AAW4,3,6/23/09
797,6/29/09,5441, $60.37 ,9LHV2,3,6/30/09
840,7/6/09,5441, $82.99 ,4A3Z7,3,7/7/09
888,7/13/09,5441, $118.21 ,AJ8TA,3,7/14/09
926,7/21/09,5441, $56.83 ,2A5W2,3,7/21/09
960,7/28/09,5441, $81.01 ,5FAAD,3,7/28/09
1002,8/4/09,5441, $91.77 ,DGHGQ,3,8/4/09
1069,8/18/09,5441, $25.37 ,KK7HZ,3,8/18/09
1070,8/18/09,5441, $15.54 ,RV42U,3,8/18/09
1114,8/25/09,5441, $29.24 ,CDYPL,3,8/25/09
1292,9/22/09,5441, $21.01 ,V87P7,3,9/22/09
1641,11/9/09,5441, $22.20 ,DRWBS,3,11/10/09
1796,11/16/09,5441, $26.14 ,XTF3K,3,11/17/09
408,4/2/09,5449, $20.89 ,MGMDN,3,4/2/09
413,4/7/09,5449, $25.06 ,WGE2U,3,4/7/09
436,4/14/09,5449, $63.11 ,KABDC,3,4/14/09
463,4/21/09,5449, $42.49 ,8BYEV,3,4/21/09
532,5/7/09,5449, $64.19 ,%%532,3,5/7/09
639,5/26/09,5449, $49.28 ,H83T8,3,5/26/09
677,6/4/09,5449, $54.86 ,Q53JB,3,6/4/09
735,6/16/09,5449, $44.09 ,TZS27,3,6/16/09
2883,2/17/10,5449, $107.82 ,T6AKW,4,2/17/10
2950,2/21/10,5449, $121.75 ,LV9LD,18,2/22/10
3083,3/1/10,5449, $121.83 ,NLHQF,18,3/1/10
3218,3/8/10,5449, $101.29 ,58S76,18,3/8/10
415,4/8/09,5534, $37.00 ,HBF9W,3,4/9/09
469,4/23/09,5534, $15.12 ,Y2C5R,3,4/23/09
809,7/1/09,5534, $37.71 ,YD77Q,6,7/9/09
846,7/8/09,5534, $13.91 ,33TMM,6,7/9/09
698,6/9/09,5564, $23.08 ,2PPL6,6,6/11/09
940,7/23/09,5564, $23.55 ,DL398,5,7/24/09
982,7/30/09,5564, $20.94 ,J3B54,5,7/31/09
1470,10/20/09,5564, $63.41 ,KR6Y2,11,10/21/09
2139,12/27/09,5564, $33.11 ,KEXT4,15,12/28/09
2980,2/22/10,5564, $24.63 ,KR3WQ,3,2/23/10
506,4/30/09,5638, $104.29 ,SD977,5,5/1/09
734,6/16/09,5638, $190.03 ,UTADN,3,6/16/09
879,7/13/09,5638, $123.25 ,NTWKZ,3,7/14/09
520,5/1/09,5654, $11.50 ,YWSXG,5,5/1/09
534,5/7/09,5656, $20.55 ,%%534,5,5/8/09
486,4/24/09,5657, $61.17 ,K58S7,5,4/24/09
748,6/17/09,5657, $57.91 ,D2GMS,6,6/18/09
900,7/15/09,5657, $72.87 ,XU3LR,6,7/16/09
971,7/29/09,5657, $68.96 ,KLGMU,6,7/30/09
1083,8/19/09,5657, $64.06 ,5F333,6,8/20/09
1337,9/30/09,5657, $120.13 ,67P2V,6,10/1/09
446,4/17/09,5664, $43.33 ,XQ9U2,5,4/17/09
475,4/23/09,5664, $43.06 ,5DE3L,5,4/24/09
556,5/8/09,5682, $83.79 ,6GFS3,5,5/9/09
478,4/23/09,5686, $57.22 ,XDCCA,5,4/24/09
451,4/17/09,5708, $44.60 ,HUPMX,5,4/17/09
479,4/24/09,5708, $47.14 ,FR56U,5,4/24/09
557,5/8/09,5708, $33.64 ,9JKA3,5,5/9/09
626,5/22/09,5708, $28.92 ,LRSPK,5,5/22/09
452,4/17/09,5805, $42.91 ,G5KBS,5,4/17/09
845,7/7/09,5805, $18.20 ,M2UN7,6,7/9/09
423,4/10/09,5831, $13.71 ,G8FDC,5,4/17/09
572,5/14/09,5831, $9.75 ,AHAGF,3,5/14/09
522,5/1/09,5894, $24.63 ,ACNVE,5,5/1/09
3043,2/26/10,5894, $112.55 ,7XGHN,5,2/26/10
426,4/13/09,5977, $19.28 ,ZSVQK,5,4/17/09
965,7/28/09,5977, $26.53 ,ZSNYK,5,7/31/09
453,4/17/09,5983, $30.19 ,HPET7,5,4/17/09
427,4/13/09,6003, $21.84 ,JN396,5,4/17/09
786,6/25/09,6003, $16.54 ,22SJB,5,6/26/09
1682,11/10/09,6003, $17.85 ,W938P,5,11/13/09
428,4/13/09,6012, $14.12 ,XNLS3,3,4/14/09
1934,12/3/09,6016, $27.55 ,ZKYTA,5,12/4/09
429,4/13/09,6019, $17.53 ,CKPSY,5,4/17/09
562,5/12/09,6069, $7.41 ,ME9RH,3,5/12/09
657,5/29/09,6069, $17.31 ,X7CHZ,5,5/29/09
488,4/24/09,6097, $34.53 ,7J82D,5,4/24/09
898,7/15/09,6097, $19.61 ,JBMLJ,6,7/16/09
443,4/16/09,6153, $35.77 ,LQD3F,5,4/17/09
604,5/19/09,6224, $20.66 ,R7L3Q,5,5/22/09
702,6/10/09,6224, $12.99 ,5MYDF,6,6/11/09
1010,8/5/09,6224, $41.65 ,5CQ6K,5,8/7/09
1131,8/26/09,6224, $45.02 ,R9QEX,5,8/28/09
1353,10/1/09,6224, $17.66 ,PWN3S,5,10/2/09
2155,12/28/09,6224, $75.06 ,SFNBD,5,12/30/09
653,5/28/09,6225, $21.69 ,U86H2,5,5/29/09
808,7/1/09,6225, $11.87 ,HY3VG,6,7/2/09
850,7/8/09,6225, $6.53 ,WMNSF,6,7/9/09
977,7/30/09,6225, $14.52 ,DD6UW,6,7/30/09
1483,10/22/09,6225, $15.67 ,AYTHA,6,10/22/09
2346,1/14/10,6225, $16.94 ,W46GX,6,1/14/10
445,4/17/09,6245, $24.42 ,7EGTP,5,4/17/09
449,4/17/09,6249, $31.17 ,LAZDX,5,4/17/09
450,4/17/09,6249, $19.52 ,AHJ79,5,4/17/09
514,5/1/09,6249, $8.87 ,SJ6PB,5,5/1/09
515,5/1/09,6249, $29.29 ,FG5EF,5,5/1/09
580,5/14/09,6249, $3.07 ,L56AK,5,5/15/09
581,5/14/09,6249, $13.16 ,3DDL6,5,5/15/09
717,6/12/09,6249, $7.36 ,C3RE3,5,6/12/09
718,6/12/09,6249, $6.03 ,UVKD8,5,6/12/09
719,6/12/09,6249, $20.10 ,4XKR3,5,6/12/09
792,6/26/09,6249, $8.26 ,4CFCE,5,6/26/09
793,6/26/09,6249, $19.55 ,VMNPS,5,6/26/09
794,6/26/09,6249, $5.30 ,G3YDC,3,6/30/09
870,7/10/09,6249, $4.27 ,SHEU5,5,7/10/09
871,7/10/09,6249, $21.27 ,QL2PY,5,7/10/09
1190,9/4/09,6249, $11.74 ,B77HR,5,9/4/09
1191,9/4/09,6249, $4.67 ,N836V,5,9/4/09
1192,9/4/09,6249, $12.26 ,RC2J9,5,9/4/09
1193,9/4/09,6249, $4.08 ,42RC8,5,9/4/09
1762,11/13/09,6249, $16.91 ,ADAVB,5,11/13/09
1763,11/13/09,6249, $7.98 ,VREU4,5,11/13/09
454,4/17/09,6251, $33.15 ,C738Q,5,4/17/09
455,4/17/09,6261, $6.43 ,644EC,5,4/17/09
2460,1/24/10,6370, $161.46 ,QNWTX,4,1/25/10
2730,2/8/10,6370, $286.27 ,7CCRJ,4,2/9/10
3194,3/7/10,6370, $88.26 ,L4RJ4,4,3/8/10
646,5/27/09,6379, $49.27 ,Y5L53,5,5/29/09
538,5/7/09,6384, $27.41 ,%%538,5,5/8/09
550,5/8/09,6384, $19.50 ,6UMCN,5,5/8/09
654,5/28/09,6384, $59.40 ,QDRXJ,5,5/29/09
687,6/5/09,6384, $16.39 ,ZY8CD,5,6/5/09
689,6/5/09,6384, $2.85 ,8FMJH,5,6/5/09
617,5/21/09,6401, $74.89 ,XWJCU,5,5/22/09
642,5/27/09,6408, $41.66 ,FXYQM,3,5/28/09
481,4/24/09,6447, $24.17 ,S3LZE,5,4/24/09
512,5/1/09,6447, $46.78 ,SHE6H,5,5/1/09
546,5/8/09,6447, $13.39 ,7TFCA,5,5/8/09
583,5/15/09,6447, $37.14 ,DFTRQ,5,5/15/09
610,5/21/09,6447, $37.11 ,BEN2J,5,5/22/09
686,6/5/09,6447, $39.14 ,WAGD4,5,6/5/09
759,6/18/09,6447, $33.80 ,WL6CC,5,6/19/09
789,6/26/09,6447, $35.96 ,GSQG7,5,6/26/09
869,7/10/09,6447, $22.75 ,TCW4P,5,7/10/09
912,7/17/09,6447, $37.12 ,P5K5G,5,7/17/09
946,7/24/09,6447, $31.29 ,HZV9Q,5,7/24/09
1091,8/20/09,6447, $56.47 ,VC4LA,5,8/21/09
1147,8/28/09,6447, $58.71 ,EV78E,5,8/28/09
1259,9/17/09,6447, $47.11 ,MTAZE,5,9/18/09
1391,10/9/09,6447, $32.15 ,DYKUY,5,10/9/09
1437,10/16/09,6447, $30.04 ,RP9YM,5,10/16/09
1563,10/29/09,6447, $37.99 ,YY4N6,5,10/30/09
1631,11/6/09,6447, $52.93 ,TFBV6,5,11/6/09
1838,11/20/09,6447, $82.93 ,78SSC,5,11/20/09
1939,12/4/09,6447, $51.74 ,Y6SJQ,5,12/4/09
2201,1/4/10,6447, $50.00 ,9H8T5,5,1/8/10
2448,1/22/10,6447, $43.04 ,FXCQK,5,1/22/10
2922,2/19/10,6447, $36.04 ,DJ55F,5,2/19/10
3173,3/5/10,6447, $56.76 ,WEJ5F,5,3/5/10
2832,2/14/10,6476, $128.38 ,Y828E,18,2/15/10
2835,2/14/10,6476, $9.20 ,EZ3TR,18,2/15/10
2836,2/14/10,6476, $18.08 ,P5582,18,2/15/10
465,4/22/09,6578, $3.43 ,B7H2D,3,4/23/09
510,5/1/09,6602, $21.03 ,JG2CP,5,5/1/09
544,5/8/09,6602, $80.80 ,52ZEM,5,5/8/09
586,5/15/09,6602, $29.38 ,PKPW6,5,5/15/09
620,5/22/09,6602, $24.29 ,84G55,5,5/22/09
716,6/12/09,6602, $35.81 ,2UKMQ,5,6/12/09
470,4/23/09,6646, $10.60 ,X7X5Z,5,4/24/09
484,4/24/09,6664, $50.89 ,TXWUU,5,4/24/09
474,4/23/09,6696, $16.49 ,CNTGS,5,4/24/09
476,4/23/09,6821, $24.78 ,ECV9L,5,4/24/09
511,5/1/09,6821, $24.62 ,U6PF5,5,5/1/09
549,5/8/09,6821, $25.01 ,WZKKH,5,5/8/09
605,5/20/09,6821, $23.70 ,YDUQ8,5,5/22/09
656,5/29/09,6821, $20.03 ,RQQFY,5,5/29/09
684,6/4/09,6821, $22.23 ,LKCS5,5,6/5/09
713,6/11/09,6821, $27.55 ,KJK3Q,5,6/12/09
788,6/26/09,6821, $19.02 ,CZZFE,5,6/26/09
860,7/9/09,6821, $24.61 ,FG87D,5,7/10/09
990,7/31/09,6821, $29.64 ,PZCZS,5,7/31/09
1092,8/20/09,6821, $34.21 ,EFL2F,5,8/21/09
1357,10/2/09,6821, $28.36 ,XJYMV,5,10/2/09
480,4/24/09,6901, $49.75 ,NHBAJ,5,4/24/09
500,4/30/09,6901, $60.26 ,YXM86,5,5/1/09
555,5/8/09,6901, $14.04 ,PFCLP,5,5/8/09
763,6/19/09,6901, $26.53 ,KZ9Q6,5,6/19/09
1016,8/6/09,6901, $63.10 ,WJMHK,5,8/7/09
1153,8/28/09,6901, $21.87 ,M742B,5,8/28/09
1194,9/4/09,6901, $27.73 ,LMCHS,5,9/4/09
1271,9/18/09,6901, $29.08 ,UBCEL,5,9/18/09
483,4/24/09,6946, $9.50 ,KZQCQ,5,4/24/09
489,4/24/09,6948, $14.10 ,GD6XX,3,4/24/09
491,4/27/09,8843, $21.45 ,2BUJN,4,4/28/09
