ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00028188,577,0,0,2,30,28,6,1,0
F00028189,577,0,0,2,30,35,4,2,0
F00028191,577,0,0,2,40,23,12,2,0
F00028192,577,0,0,2,40,29,2,1,0
F00028198,577,0,0,2,60,32,0,1,0
F00028200,577,0,0,2,20,20,1,3,1
F00028202,626,0,0,2,10,31,1,2,0
F00028203,626,0,0,2,10,34,6,3,0
F00028205,626,0,0,2,20,10,20,1,0
F00028207,625,0,0,2,20,23,5,2,0
F00028208,625,0,0,2,30,18,16,2,0
F00028210,626,0,0,2,35,,1,2,0
F00028212,625,0,0,2,40,16,17,2,0
F00028213,625,0,0,2,40,26,8,2,0
F00028215,625,0,0,2,40,31,4,2,0
F00028216,626,0,0,2,40,32,1,2,0
F00028217,626,0,0,2,40,35,6,2,0
F00028218,626,0,0,2,50,34,5,3,0
F00028222,677,0,0,2,5,14,21,2,0
F00028223,677,0,0,2,5,15,16,2,0
F00028225,677,0,0,2,15,33,4,1,0
F00028226,677,0,0,2,20,14,2,2,0
F00028228,677,0,0,2,20,25,3,2,0
F00028229,677,0,0,2,20,25,4,2,0
F00028230,677,0,0,2,20,34,8,1,0
F00028233,677,0,0,2,30,,0,2,0
F00028235,677,0,0,2,30,23,11,1,0
F00028236,677,0,0,2,30,24,13,1,0
F00028237,677,0,0,2,40,18,19,3,0
F00028239,677,0,0,2,40,24,16,1,0
F00028240,677,0,0,2,50,30,3,2,0
F00028241,677,0,0,2,60,30,2,2,0
F00028243,731,0,0,2,5,35,3,3,0
F00028245,732,0,0,2,10,17,18,2,0
F00028249,732,0,0,2,15,22,12,2,0
F00028252,731,0,0,2,30,17,8,2,0
F00028255,731,0,0,2,40,19,19,1,0
F00028256,731,0,0,2,40,19,22,3,0
F00028258,731,0,0,2,40,24,5,2,0
F00028259,732,0,0,2,40,,5,1,0
F00028265,731,0,0,2,60,32,4,2,1
F00028266,789,0,0,2,5,26,15,2,0
F00028268,789,0,0,2,10,24,8,3,0
F00028270,789,0,0,2,10,,5,1,0
F00028271,790,0,0,2,15,13,18,2,0
F00028272,789,0,0,2,15,14,18,3,0
F00028273,789,0,0,2,15,18,20,1,0
F00028275,790,0,0,2,20,,20,1,0
F00028281,789,0,0,2,30,,7,2,0
F00028282,790,0,0,2,30,25,8,2,0
F00028283,789,0,0,2,30,25,15,2,0
F00028285,789,0,0,2,40,12,4,2,0
F00028288,790,0,0,2,60,23,17,3,0
F00028289,789,0,0,2,60,30,12,2,0
F00028291,789,0,0,2,30,31,5,2,1
F00028292,789,0,0,2,20,37,0,2,1
F00028295,851,0,0,2,10,18,15,2,0
F00028296,851,0,0,2,15,11,21,2,0
F00028297,850,0,0,2,15,21,18,2,0
F00028302,851,0,0,2,20,17,18,2,0
F00028308,851,0,0,2,20,31,5,2,0
F00028309,851,0,0,2,25,16,22,3,0
F00028312,851,0,0,2,30,8,16,2,0
F00028314,851,0,0,2,30,24,16,3,0
F00028315,851,0,0,2,30,30,10,2,0
F00028316,851,0,0,2,30,33,7,2,0
F00028317,851,0,0,2,30,38,3,2,0
F00028318,851,0,0,2,30,,1,1,0
F00028319,851,0,0,2,35,29,7,3,0
F00028320,851,0,0,2,40,15,19,2,0
F00028321,851,0,0,2,40,15,22,1,0
F00028322,851,0,0,2,40,22,11,1,0
F00028323,851,0,0,2,40,23,13,3,0
F00028326,851,0,0,2,60,21,19,2,0
F00028328,851,0,0,2,60,37,1,2,0
F00028329,850,0,0,2,60,39,4,2,0
F00028333,851,0,0,2,40,22,14,1,1
F00028334,916,0,0,2,5,15,15,1,0
F00028335,915,0,0,2,5,,23,3,0
F00028337,916,0,0,2,10,11,22,2,0
F00028338,915,0,0,2,10,15,17,2,0
F00028339,916,0,0,2,10,17,20,1,0
F00028340,916,0,0,2,10,20,19,3,0
F00028341,915,0,0,2,10,21,16,2,0
F00028342,915,0,0,2,10,30,15,3,0
F00028343,916,0,0,2,15,34,9,2,0
F00028344,915,0,0,2,20,10,15,1,0
F00028347,915,0,0,2,20,26,7,2,0
F00028348,915,0,0,2,20,31,1,2,0
F00028350,915,0,0,2,20,40,2,3,0
F00028352,916,0,0,2,25,19,15,2,0
F00028354,916,0,0,2,30,19,19,2,0
F00028355,915,0,0,2,30,24,11,1,0
F00028356,915,0,0,2,30,32,9,3,0
F00028357,915,0,0,2,30,33,5,2,0
F00028358,915,0,0,2,30,40,6,1,0
F00028359,915,0,0,2,35,43,0,1,0
F00028361,916,0,0,2,40,21,19,2,0
F00028362,915,0,0,2,40,26,17,2,0
F00028363,916,0,0,2,40,27,14,3,0
F00028364,915,0,0,2,40,35,8,2,0
F00028365,916,0,0,2,50,25,16,1,0
F00028366,916,0,0,2,50,,8,1,0
F00028367,916,0,0,2,60,18,20,1,0
F00028368,915,0,0,2,70,34,7,1,0
F00028369,916,0,0,2,80,30,10,2,0
F00028372,984,0,0,2,5,9,26,2,0
F00028373,984,0,0,2,10,32,3,2,0
F00028374,984,0,0,2,10,37,1,2,0
F00028376,984,0,0,2,15,9,26,1,0
F00028377,984,0,0,2,15,20,20,2,0
F00028379,984,0,0,2,15,27,17,2,0
F00028380,984,0,0,2,15,31,6,2,0
F00028386,984,0,0,2,25,33,7,3,0
F00028388,984,0,0,2,30,32,13,2,0
F00028390,984,0,0,2,40,,21,2,0
F00028391,984,0,0,2,40,19,23,3,0
F00028393,984,0,0,2,40,28,12,2,0
F00028396,984,0,0,2,40,37,3,1,0
F00028397,984,0,0,2,40,38,6,2,0
F00028398,984,0,0,2,40,39,1,2,0
F00028399,984,0,0,2,45,28,10,2,0
F00028401,984,0,0,2,60,17,12,3,0
F00028403,984,0,0,2,60,,16,2,0
F00028404,984,0,0,2,60,28,10,2,0
F00028405,984,0,0,2,60,31,7,3,0
F00028406,984,0,0,2,60,31,14,1,0
F00028407,984,0,0,2,60,37,2,2,0
F00028408,984,0,0,2,60,40,0,2,0
F00028414,1056,0,0,2,60,31,7,1,0
F00028416,1056,0,0,2,10,13,27,2,0
F00028418,1056,0,0,2,10,36,7,1,0
F00028419,1056,0,0,2,15,21,18,2,0
F00028424,1056,0,0,2,20,,14,3,0
F00028425,1056,0,0,2,20,42,3,1,0
F00028429,1056,0,0,2,30,,17,1,0
F00028431,1056,0,0,2,30,37,4,3,0
F00028433,1056,0,0,2,40,21,15,1,0
F00028435,1056,0,0,2,40,33,2,2,0
F00028438,1056,0,0,2,50,28,14,1,0
F00028440,1056,0,0,2,20,15,27,2,1
F00028443,1132,0,0,2,5,24,22,1,0
F00028446,1132,0,0,2,15,34,5,2,0
F00028448,1132,0,0,2,20,18,18,2,0
F00028452,1132,0,0,2,20,31,11,1,0
F00028453,1132,0,0,2,20,31,13,2,0
F00028456,1132,0,0,2,20,,10,3,0
F00028457,1132,0,0,2,25,37,6,3,0
F00028459,1132,0,0,2,30,18,23,2,0
F00028460,1132,0,0,2,30,19,24,1,0
F00028462,1132,0,0,2,30,22,19,2,0
F00028465,1132,0,0,2,30,29,10,1,0
F00028467,1132,0,0,2,30,34,8,2,0
F00028468,1132,0,0,2,30,,2,2,0
F00028469,1132,0,0,2,30,40,0,1,0
F00028472,1132,0,0,2,40,21,18,2,0
F00028474,1132,0,0,2,40,31,10,2,0
F00028475,1132,0,0,2,40,31,11,2,0
F00028476,1132,0,0,2,40,34,4,2,0
F00028477,1132,0,0,2,40,39,7,3,0
F00028478,1132,0,0,2,45,,5,1,0
F00028482,1132,0,0,2,20,27,11,2,1
F00028483,1132,0,0,2,20,13,23,2,1
F00028486,1132,0,0,2,20,27,6,3,2
F00028489,1212,0,0,2,5,10,29,3,0
F00028490,1212,0,0,2,5,19,19,2,0
F00028491,1212,0,0,2,10,18,24,2,0
F00028492,1212,0,0,2,10,21,19,2,0
F00028494,1212,0,0,2,10,41,3,2,0
F00028497,1212,0,0,2,15,11,29,1,0
F00028498,1212,0,0,2,15,25,19,2,0
F00028501,1212,0,0,2,20,19,19,3,0
F00028503,1212,0,0,2,20,22,19,2,0
F00028504,1212,0,0,2,20,,2,2,0
F00028507,1212,0,0,2,20,36,4,2,0
F00028508,1212,0,0,2,20,38,5,2,0
F00028509,1212,0,0,2,30,,9,3,0
F00028511,1212,0,0,2,30,26,19,1,0
F00028516,1212,0,0,2,40,40,2,1,0
F00028518,1212,0,0,2,50,25,13,3,0
F00028523,1212,0,0,2,60,33,14,2,0
F00028525,1212,0,0,2,10,18,29,2,1
F00028529,1212,0,0,2,30,,6,2,1
F00028530,1212,0,0,2,40,31,10,2,2
F00028532,1297,0,0,2,10,6,28,2,0
F00028533,1297,0,0,2,10,14,27,2,0
F00028534,1297,0,0,2,10,30,8,1,0
F00028536,1296,0,0,2,10,45,0,2,0
F00028538,1296,0,0,2,15,9,30,1,0
F00028539,1296,0,0,2,15,29,15,1,0
F00028541,1296,0,0,2,15,35,15,3,0
F00028542,1297,0,0,2,20,,20,1,0
F00028545,1297,0,0,2,20,,14,2,0
F00028546,1297,0,0,2,20,26,22,2,0
F00028548,1297,0,0,2,20,36,15,2,0
F00028549,1296,0,0,2,20,37,1,3,0
F00028550,1297,0,0,2,20,42,0,2,0
F00028551,1297,0,0,2,20,43,4,2,0
F00028552,1296,0,0,2,20,45,2,2,0
F00028553,1297,0,0,2,25,20,19,1,0
F00028554,1296,0,0,2,30,29,13,2,0
F00028558,1296,0,0,2,40,,10,2,0
F00028559,1297,0,0,2,40,31,13,1,0
F00028560,1297,0,0,2,40,39,1,2,0
F00028562,1296,0,0,2,45,,12,2,0
F00028569,1297,0,0,2,30,37,7,2,1
F00028571,1297,0,0,2,70,40,4,2,1
F00028573,1385,0,0,2,60,,6,2,0
F00028574,1385,0,0,2,10,10,28,1,0
F00028575,1385,0,0,2,15,9,30,1,0
F00028576,1385,0,0,2,15,21,24,1,0
F00028578,1385,0,0,2,20,14,29,2,0
F00028579,1385,0,0,2,20,18,23,2,0
F00028580,1385,0,0,2,20,20,20,2,0
F00028581,1385,0,0,2,20,22,17,2,0
F00028582,1385,0,0,2,20,25,13,2,0
F00028587,1385,0,0,2,20,37,2,2,0
F00028589,1385,0,0,2,20,44,3,2,0
F00028591,1385,0,0,2,20,49,0,2,0
F00028592,1385,0,0,2,25,18,29,2,0
F00028593,1385,0,0,2,25,20,16,2,0
F00028594,1385,0,0,2,25,21,21,3,0
F00028600,1385,0,0,2,30,,15,1,0
F00028604,1385,0,0,2,40,22,21,1,0
F00028605,1385,0,0,2,40,30,2,3,0
F00028608,1385,0,0,2,40,38,5,3,0
F00028609,1385,0,0,2,50,11,28,2,0
F00028610,1385,0,0,2,50,22,13,1,0
F00028611,1385,0,0,2,60,,19,2,0
F00028613,1385,0,0,2,60,23,21,1,0
F00028615,1385,0,0,2,60,28,12,1,0
F00028618,1385,0,0,2,60,40,2,1,0
F00028619,1385,0,0,2,65,34,9,2,0
F00028620,1385,0,0,2,20,28,13,2,1
F00028621,1385,0,0,2,20,31,12,2,1
F00028622,1385,0,0,2,20,43,2,2,1
F00028624,1385,0,0,2,30,39,6,2,1
F00028625,1385,0,0,2,40,36,13,3,1
F00028626,1478,0,0,2,5,,12,3,0
F00028627,1478,0,0,2,5,,1,2,0
F00028628,1478,0,0,2,10,,22,2,0
F00028629,1478,0,0,2,10,26,10,2,0
F00028630,1478,0,0,2,10,34,16,1,0
F00028632,1478,0,0,2,15,19,27,3,0
F00028635,1478,0,0,2,20,18,24,3,0
F00028637,1478,0,0,2,20,,21,3,0
F00028638,1478,0,0,2,20,25,20,1,0
F00028639,1478,0,0,2,20,29,13,1,0
F00028640,1478,0,0,2,20,30,2,2,0
F00028641,1478,0,0,2,20,33,9,2,0
F00028644,1478,0,0,2,20,37,5,1,0
F00028645,1478,0,0,2,20,39,6,1,0
F00028651,1478,0,0,2,25,24,22,2,0
F00028652,1478,0,0,2,25,37,9,1,0
F00028653,1478,0,0,2,25,40,2,2,0
F00028654,1478,0,0,2,30,20,24,1,0
F00028655,1478,0,0,2,30,27,15,1,0
F00028656,1478,0,0,2,30,27,17,1,0
F00028658,1478,0,0,2,30,31,6,2,0
F00028659,1478,0,0,2,30,31,16,2,0
F00028661,1478,0,0,2,30,35,10,1,0
F00028663,1478,0,0,2,35,26,19,2,0
F00028665,1478,0,0,2,40,22,26,2,0
F00028666,1478,0,0,2,40,34,7,3,0
F00028667,1478,0,0,2,40,34,15,2,0
F00028669,1478,0,0,2,40,39,0,2,0
F00028679,1478,0,0,2,40,20,12,1,1
F00028684,1576,0,0,2,30,26,15,3,0
F00028685,1575,0,0,2,50,31,19,1,0
F00028687,1575,0,0,2,10,15,26,2,0
F00028688,1575,0,0,2,10,19,27,2,0
F00028689,1575,0,0,2,15,10,29,2,0
F00028690,1575,0,0,2,15,17,30,2,0
F00028691,1575,0,0,2,15,25,17,1,0
F00028693,1576,0,0,2,15,29,14,2,0
F00028694,1576,0,0,2,15,37,13,2,0
F00028695,1576,0,0,2,20,14,32,3,0
F00028696,1576,0,0,2,20,16,29,2,0
F00028698,1576,0,0,2,20,18,28,3,0
F00028700,1576,0,0,2,20,24,20,2,0
F00028703,1576,0,0,2,20,30,13,3,0
F00028705,1576,0,0,2,25,,31,1,0
F00028706,1576,0,0,2,25,18,28,1,0
F00028708,1575,0,0,2,25,25,3,2,0
F00028709,1576,0,0,2,30,23,20,2,0
F00028712,1576,0,0,2,30,30,19,2,0
F00028713,1576,0,0,2,30,35,8,3,0
F00028715,1576,0,0,2,35,41,5,3,0
F00028716,1575,0,0,2,40,19,28,2,0
F00028719,1576,0,0,2,40,34,5,2,0
F00028720,1576,0,0,2,40,39,4,2,0
F00028723,1575,0,0,2,50,28,17,1,0
F00028724,1575,0,0,2,50,43,8,2,0
F00028726,1576,0,0,2,60,33,14,2,0
F00028727,1576,0,0,2,60,43,3,2,1
F00028728,1575,0,0,2,20,44,3,2,1
F00028729,1576,0,0,2,20,27,20,1,1
F00028731,1678,0,0,2,5,33,15,3,0
F00028735,1678,0,0,2,10,32,16,3,0
F00028736,1678,0,0,2,10,33,11,2,0
F00028737,1678,0,0,2,10,33,14,1,0
F00028738,1678,0,0,2,15,15,26,2,0
F00028739,1678,0,0,2,15,22,24,3,0
F00028742,1678,0,0,2,15,32,14,2,0
F00028743,1678,0,0,2,15,45,2,1,0
F00028747,1678,0,0,2,20,28,19,1,0
F00028750,1678,0,0,2,20,33,13,2,0
F00028751,1678,0,0,2,20,34,20,2,0
F00028752,1678,0,0,2,20,41,6,3,0
F00028753,1678,0,0,2,20,46,0,1,0
F00028754,1678,0,0,2,20,46,2,3,0
F00028755,1678,0,0,2,20,50,6,1,0
F00028757,1678,0,0,2,25,22,28,2,0
F00028758,1678,0,0,2,25,25,14,1,0
F00028760,1678,0,0,2,30,44,3,2,0
F00028764,1678,0,0,2,40,29,18,2,0
F00028765,1678,0,0,2,40,30,4,1,0
F00028768,1678,0,0,2,60,39,6,1,0
F00028772,1785,0,0,2,5,26,25,3,0
F00028778,1785,0,0,2,15,9,33,2,0
F00028779,1785,0,0,2,15,24,25,2,0
F00028780,1785,0,0,2,15,40,0,2,0
F00028781,1786,0,0,2,15,40,5,2,0
F00028782,1786,0,0,2,20,,35,2,0
F00028783,1785,0,0,2,20,10,30,1,0
F00028784,1785,0,0,2,20,16,31,2,0
F00028786,1786,0,0,2,20,,22,2,0
F00028787,1785,0,0,2,20,30,15,1,0
F00028789,1785,0,0,2,20,36,12,1,0
F00028792,1785,0,0,2,20,,3,2,0
F00028793,1786,0,0,2,20,50,3,1,0
F00028794,1786,0,0,2,30,18,26,2,0
F00028795,1785,0,0,2,30,31,17,1,0
F00028797,1786,0,0,2,30,44,5,2,0
F00028798,1785,0,0,2,40,13,30,1,0
F00028800,1785,0,0,2,40,28,22,2,0
F00028803,1785,0,0,2,40,35,15,3,0
F00028804,1785,0,0,2,40,37,15,1,0
F00028805,1785,0,0,2,40,39,8,2,0
F00028811,1785,0,0,2,60,43,12,2,0
F00028812,1785,0,0,2,20,37,8,2,1
F00028813,1785,0,0,2,40,24,23,1,1
F00028814,1785,0,0,2,20,37,16,2,1
F00028815,1785,0,0,2,20,54,1,2,1
F00028818,1785,0,0,2,30,43,6,2,2
F00028819,1898,0,0,2,15,39,12,2,0
F00028820,1898,0,0,2,5,5,32,1,0
F00028824,1898,0,0,2,10,30,6,3,0
F00028826,1898,0,0,2,15,30,11,2,0
F00028828,1898,0,0,2,20,21,28,2,0
F00028829,1898,0,0,2,20,30,24,2,0
F00028831,1898,0,0,2,20,31,21,2,0
F00028832,1898,0,0,2,20,32,13,2,0
F00028834,1898,0,0,2,25,45,6,2,0
F00028835,1898,0,0,2,30,24,22,2,0
F00028836,1898,0,0,2,30,30,18,2,0
F00028839,1898,0,0,2,40,37,6,2,0
F00028840,1898,0,0,2,40,43,7,1,0
F00028842,1898,0,0,2,50,40,10,1,0
F00028845,1898,0,0,2,60,43,13,2,0
F00028846,1898,0,0,2,60,44,4,3,0
F00028847,1898,0,0,2,60,50,2,1,0
F00028848,1898,0,0,2,60,50,5,3,0
F00028849,1898,0,0,2,80,24,26,3,0
F00028850,1898,0,0,2,20,40,9,3,1
F00028851,1898,0,0,2,40,40,14,2,1
F00028854,1898,0,0,2,15,21,26,1,1
F00028856,1898,0,0,2,40,19,27,2,1
F00028859,2015,0,0,2,10,,12,2,0
F00028860,2016,0,0,2,10,29,16,2,0
F00028862,2016,0,0,2,10,37,10,2,0
F00028863,2015,0,0,2,10,44,2,2,0
F00028866,2016,0,0,2,15,22,37,1,0
F00028873,2015,0,0,2,20,38,15,2,0
F00028877,2015,0,0,2,20,54,3,2,0
F00028878,2016,0,0,2,20,55,0,1,0
F00028879,2015,0,0,2,25,25,27,1,0
F00028880,2015,0,0,2,30,24,29,3,0
F00028881,2016,0,0,2,35,46,7,3,0
F00028882,2016,0,0,2,40,24,17,3,0
F00028883,2016,0,0,2,40,44,3,1,0
F00028885,2015,0,0,2,40,47,0,1,0
F00028886,2016,0,0,2,45,12,24,2,0
F00028888,2015,0,0,2,40,40,17,2,1
F00028889,2015,0,0,2,10,33,17,3,1
F00028890,2016,0,0,2,15,44,8,3,1
F00028892,2016,0,0,2,20,46,5,2,1
F00028895,2016,0,0,2,20,37,10,1,1
F00028896,2015,0,0,2,40,40,12,2,2
F00028897,2138,0,0,2,5,5,38,1,0
F00028898,2138,0,0,2,5,15,28,2,0
F00028900,2139,0,0,2,5,40,10,2,0
F00028902,2138,0,0,2,10,10,22,2,0
F00028903,2138,0,0,2,10,19,31,1,0
F00028907,2138,0,0,2,10,57,2,1,0
F00028908,2138,0,0,2,15,10,38,2,0
F00028909,2139,0,0,2,15,11,38,1,0
F00028912,2139,0,0,2,15,43,1,3,0
F00028913,2139,0,0,2,20,16,35,3,0
F00028914,2139,0,0,2,20,18,34,1,0
F00028915,2139,0,0,2,20,19,30,1,0
F00028917,2138,0,0,2,20,25,29,1,0
F00028919,2138,0,0,2,20,36,17,2,0
F00028923,2139,0,0,2,20,50,7,2,0
F00028925,2138,0,0,2,30,18,29,1,0
F00028926,2139,0,0,2,30,33,23,1,0
F00028927,2139,0,0,2,40,11,30,2,0
F00028930,2138,0,0,2,40,42,6,2,0
F00028931,2139,0,0,2,45,45,13,1,0
F00028937,2138,0,0,2,60,48,3,2,0
F00028938,2138,0,0,2,20,23,25,1,1
F00028939,2139,0,0,2,40,18,34,2,1
F00028940,2139,0,0,2,40,21,28,1,1
F00028941,2138,0,0,2,40,23,30,2,1
F00028943,2139,0,0,2,10,33,19,2,1
F00028947,2139,0,0,2,20,22,28,1,1
F00028948,2139,0,0,2,40,52,1,2,1
F00028950,2138,0,0,2,80,,0,1,1
F00028952,2267,0,0,2,5,12,39,3,0
F00028953,2267,0,0,2,5,14,34,2,0
F00028954,2267,0,0,2,5,23,33,2,0
F00028955,2267,0,0,2,10,10,29,2,0
F00028956,2267,0,0,2,10,23,25,2,0
F00028959,2267,0,0,2,15,33,13,2,0
F00028960,2267,0,0,2,15,40,9,3,0
F00028961,2267,0,0,2,15,40,14,2,0
F00028963,2267,0,0,2,20,20,25,2,0
F00028964,2267,0,0,2,20,23,14,1,0
F00028965,2267,0,0,2,20,,18,1,0
F00028966,2267,0,0,2,20,44,7,1,0
F00028967,2267,0,0,2,20,46,4,2,0
F00028970,2267,0,0,2,25,,22,2,0
F00028972,2267,0,0,2,40,30,25,3,0
F00028973,2267,0,0,2,40,32,17,1,0
F00028976,2267,0,0,2,40,44,4,2,0
F00028979,2267,0,0,2,70,38,12,1,0
F00028981,2267,0,0,2,20,,20,2,1
F00028982,2267,0,0,2,20,34,23,3,1
F00028984,2267,0,0,2,40,23,32,3,1
F00028987,2267,0,0,2,20,50,0,2,2
F00028992,2402,0,0,2,15,18,38,2,0
F00028995,2401,0,0,2,15,42,16,1,0
F00028997,2401,0,0,2,20,12,40,2,0
F00028999,2401,0,0,2,20,20,33,1,0
F00029001,2402,0,0,2,20,30,3,3,0
F00029002,2401,0,0,2,20,32,23,2,0
F00029004,2401,0,0,2,20,,22,2,0
F00029006,2402,0,0,2,20,37,13,1,0
F00029008,2401,0,0,2,20,48,9,1,0
F00029010,2402,0,0,2,30,22,30,2,0
F00029011,2402,0,0,2,30,30,10,1,0
F00029014,2402,0,0,2,35,25,23,2,0
F00029015,2402,0,0,2,40,8,30,1,0
F00029016,2401,0,0,2,60,44,11,2,0
F00029017,2401,0,0,2,60,52,3,2,0
F00029019,2401,0,0,2,40,51,4,1,1
F00029020,2401,0,0,2,20,,5,2,1
F00029021,2541,0,0,2,20,34,21,2,0
F00029022,2542,0,0,2,10,17,37,3,0
F00029024,2542,0,0,2,15,,0,3,0
F00029027,2542,0,0,2,20,40,13,2,0
F00029028,2542,0,0,2,20,42,11,2,0
F00029029,2542,0,0,2,20,43,1,2,0
F00029030,2542,0,0,2,20,50,5,3,0
F00029032,2541,0,0,2,30,,14,2,0
F00029033,2541,0,0,2,30,43,12,2,0
F00029039,2542,0,0,2,70,,25,1,0
F00029041,2542,0,0,2,10,28,26,1,1
F00029044,2541,0,0,2,45,,21,3,1
F00029046,2541,0,0,2,40,50,2,1,1
F00029048,2688,0,0,2,10,9,33,3,0
F00029050,2687,0,0,2,10,27,27,3,0
F00029052,2688,0,0,2,10,56,3,2,0
F00029053,2688,0,0,2,15,22,32,3,0
F00029054,2688,0,0,2,15,,34,2,0
F00029056,2688,0,0,2,15,50,5,1,0
F00029058,2688,0,0,2,20,42,12,2,0
F00029059,2688,0,0,2,20,42,14,1,0
F00029060,2688,0,0,2,20,43,17,2,0
F00029061,2688,0,0,2,20,,5,3,0
F00029064,2688,0,0,2,30,43,1,2,0
F00029068,2688,0,0,2,40,25,22,2,0
F00029070,2688,0,0,2,40,33,22,2,0
F00029071,2688,0,0,2,40,34,20,2,0
F00029074,2688,0,0,2,40,55,8,2,0
F00029075,2688,0,0,2,50,20,32,1,0
F00029076,2688,0,0,2,50,34,22,3,0
F00029078,2687,0,0,2,5,30,20,2,1
F00029081,2688,0,0,2,40,,12,1,1
F00029083,2840,0,0,2,5,7,43,3,0
F00029084,2840,0,0,2,10,38,18,1,0
F00029087,2840,0,0,2,20,50,3,1,0
F00029089,2840,0,0,2,20,54,1,2,0
F00029092,2840,0,0,2,30,,28,1,0
F00029095,2840,0,0,2,30,45,18,2,1
F00029096,2840,0,0,2,60,35,13,2,1
F00029097,2840,0,0,2,60,50,13,2,1
F00029098,2840,0,0,2,10,48,7,1,1
F00029099,2840,0,0,2,15,45,12,2,1
F00029101,2840,0,0,2,20,30,23,2,1
F00029103,2840,0,0,2,20,10,38,2,1
F00029105,2999,0,0,2,5,33,20,3,0
F00029106,2999,0,0,2,10,28,16,2,0
F00029108,2999,0,0,2,15,29,24,2,0
F00029109,2999,0,0,2,20,13,44,2,0
F00029110,2999,0,0,2,20,25,34,1,0
F00029112,2999,0,0,2,20,38,17,1,0
F00029113,2999,0,0,2,30,43,12,2,0
F00029116,2999,0,0,2,20,24,32,2,1
F00029119,2999,0,0,2,40,44,14,3,1
F00029123,2999,0,0,2,60,57,3,2,1
F00029124,2999,0,0,2,20,39,9,1,2
F00029125,3164,0,0,2,10,10,45,3,0
F00029126,3164,0,0,2,10,,34,3,0
F00029127,3165,0,0,2,10,50,5,2,0
F00029131,3164,0,0,2,15,33,22,1,0
F00029132,3164,0,0,2,20,17,32,2,0
F00029133,3164,0,0,2,20,24,32,2,0
F00029134,3165,0,0,2,20,,27,2,0
F00029135,3164,0,0,2,20,28,30,1,0
F00029136,3164,0,0,2,20,30,26,3,0
F00029137,3164,0,0,2,20,31,26,2,0
F00029138,3165,0,0,2,20,33,20,2,0
F00029139,3165,0,0,2,20,43,14,2,0
F00029140,3165,0,0,2,20,48,10,2,0
F00029142,3164,0,0,2,20,55,4,2,0
F00029143,3164,0,0,2,40,35,15,3,0
F00029145,3164,0,0,2,40,50,10,3,0
F00029147,3165,0,0,2,60,50,10,2,0
F00029149,3165,0,0,2,5,,15,2,1
F00029150,3164,0,0,2,40,40,18,3,1
F00029151,3336,0,0,2,5,,12,3,0
F00029152,3337,0,0,2,10,46,16,2,0
F00029155,3337,0,0,2,20,50,12,2,1
F00029156,3337,0,0,2,20,27,20,2,1
F00029157,3336,0,0,2,20,15,21,3,1
F00029158,3336,0,0,2,20,30,30,1,1
F00029159,3337,0,0,2,20,40,6,2,1
F00029160,3337,0,0,2,15,,16,2,2
F00029164,3516,0,0,2,20,29,26,2,0
F00029165,3516,0,0,2,20,41,18,2,0
F00029168,3516,0,0,2,60,55,7,1,0
F00029169,3516,0,0,2,10,50,12,1,1
F00029173,3702,0,0,2,10,34,18,2,0
F00029174,3702,0,0,2,20,20,37,3,0
F00029175,3702,0,0,2,30,48,18,2,0
F00029177,3702,0,0,2,10,20,23,1,1
F00029182,3895,0,0,2,60,37,26,1,0
F00029183,3895,0,0,2,20,50,17,2,1
F00029184,3895,0,0,2,40,,9,2,1
F00029187,3895,0,0,2,5,49,10,1,1
F00029188,4097,0,0,2,20,22,40,2,0
F00029189,4096,0,0,2,35,9,50,2,0
F00029190,4096,0,0,2,40,41,25,1,0
F00029193,4096,0,0,2,20,15,20,3,1
F00029195,151,0,1,2,40,18,3,2,0
F00029198,188,0,1,2,15,18,2,1,0
F00029199,188,0,1,2,40,,7,3,0
F00029200,188,0,1,2,40,13,6,2,0
F00029201,188,0,1,2,50,17,4,2,0
F00029202,209,0,1,2,20,13,4,2,0
F00029203,209,0,1,2,20,15,3,1,0
F00029205,209,0,1,2,35,15,6,1,0
F00029208,232,0,1,2,10,,1,3,0
F00029210,232,0,1,2,10,20,3,2,0
F00029216,232,0,1,2,30,21,6,1,0
F00029221,257,0,1,2,20,27,1,1,0
F00029222,256,0,1,2,25,14,9,2,0
F00029224,257,0,1,2,80,20,1,1,0
F00029225,283,0,1,2,20,18,7,2,0
F00029227,283,0,1,2,25,,1,2,0
F00029229,283,0,1,2,40,18,2,2,0
F00029233,311,0,1,2,35,12,12,2,0
F00029241,375,0,1,2,20,14,6,3,0
F00029242,375,0,1,2,20,26,2,3,0
F00029243,375,0,1,2,25,19,7,2,0
F00029245,375,0,1,2,30,11,12,2,0
F00029247,375,0,1,2,30,17,5,1,0
F00029250,375,0,1,2,40,18,4,2,0
F00029251,375,0,1,2,40,23,0,2,0
F00029252,375,0,1,2,50,20,7,2,0
F00029253,410,0,1,2,20,14,14,1,0
F00029255,410,0,1,2,5,12,5,1,0
F00029256,410,0,1,2,15,14,13,2,0
F00029257,410,0,1,2,15,22,7,1,0
F00029258,411,0,1,2,15,,2,2,0
F00029259,411,0,1,2,20,7,15,3,0
F00029261,410,0,1,2,20,10,14,3,0
F00029262,411,0,1,2,20,17,13,3,0
